Row Number,MAC Address,Channel Name,Partial Service,Frequency (MHz),Modulation,Status,Tx Power (dBmV),Rx Power (dBmV),Attenuation (dB),MER (dB),SNR (dB),SNR Deviation (σ),CCER+CER (%),CER (%),Spectral Response (dB),Composite Equalization [NMTER] (dB),Group Response [PREMTTER] (dB),Echo Response [POSTMTTER] (dB),Deviation of Echo Response (σ),Latest Proactive Scan,Latest Outage Scan
3649,80:B2:34:F8:D4:0D,Cable1/0/0-upstream1,none,32.2,QAM-64,Online,47.3,8,39.3,N/A,39.1,1,0.0013,0,N/A,-28.6,-37.9,-29.1,0.0001381769835,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3650,6C:55:E8:C1:0C:C4,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,48,7,41,N/A,39.1,0.6,0,0,N/A,-31.9,-34.9,-35,0.00008909074677,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3651,48:4B:D4:47:6E:54,Cable1/0/3-upstream5,none,81.8,QAM-64,Online,49,7,42,N/A,39.1,1.1,0,0,N/A,-18.6,-21.3,-21.8,0.000760280469,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3652,C8:52:61:F1:48:F3,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,48.8,7.5,41.3,N/A,39.1,0.5,0,0,N/A,-26,-30,-28.2,0.0001737019047,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3653,58:2F:F7:9A:18:5D,Integrated-Cable1/0/3-downstream27,none,813,QAM-256,Online,N/A,4.2,N/A,39.2,39.1,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3654,58:2F:F7:9A:18:5D,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,43.8,7,36.8,N/A,39.1,0.5,0.6356,0,N/A,-27.4,-39.4,-27.7,0.0001211104172,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3655,58:2F:F7:9A:18:5D,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,43.8,7,36.8,N/A,39.1,0.5,0.2141,0,N/A,-27.3,-34.4,-28.2,0.0001571457251,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3656,58:2F:F7:95:C2:D6,Cable1/0/0-upstream0,none,38.6,QAM-64,Online,50.3,7,43.3,N/A,39.1,0.8,0,0,N/A,-32.7,-46.5,-32.9,0.0002228548983,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3657,58:2F:F7:95:C2:D6,Cable1/0/0-upstream5,none,81.8,QAM-64,Online,51.3,7,44.3,N/A,39.1,1,0,0,N/A,-17.7,-19.5,-22.3,0.0004185801081,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3658,3C:B7:4B:57:D4:74,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,45.3,6.5,38.8,N/A,39.1,0.5,0,0,N/A,-32.8,-38.7,-34.1,0.00009378457617,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3659,EC:BE:DD:A9:0C:00,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,49.3,6.5,42.8,N/A,39.1,0.5,0,0,N/A,-26,-37.4,-26.4,0.0005550769274,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3660,EC:BE:DD:A9:0C:00,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,51.3,7,44.3,N/A,39.1,0.3,0,0,N/A,-25.2,-30.5,-26.7,0.0003652452142,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3661,6C:99:61:F0:1F:A3,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,48,7,41,N/A,39.1,0.5,0,0,N/A,-28,-38.6,-28.4,0.00007962738164,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3662,BC:64:4B:F2:79:A8,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,51.4,7,44.4,N/A,39.1,0.5,0,0,N/A,-27.2,-31.5,-29.2,0.0005566134932,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3663,10:D7:B0:F5:F3:3D,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,53.3,7,46.3,N/A,39.1,0.4,0,0,N/A,-17.4,-29.3,-17.7,0.001942982781,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3664,10:D7:B0:F5:F3:3D,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,52.8,7,45.8,N/A,39.1,0.4,0,0,N/A,-20.5,-35.8,-20.6,0.003346163779,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3665,48:4B:D4:41:E3:84,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,44.5,7,37.5,N/A,39.1,0.5,0,0,N/A,-27.3,-41.9,-27.4,0.0003459680593,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3666,48:4B:D4:41:E3:84,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,45.5,7,38.5,N/A,39.1,0.7,0,0,N/A,-25.8,-28.4,-29.4,0.0002028873714,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3667,48:4B:D4:42:5D:F4,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,47.5,7.5,40,N/A,39.1,0.4,0,0,N/A,-25.4,-37.4,-25.7,0.0003438852145,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3668,F4:C1:14:ED:23:04,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,38.3,7,31.3,N/A,39.1,0.5,0,0,N/A,-25.1,-41.9,-25.1,0.0003867499181,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3669,F4:C1:14:ED:23:04,Cable1/0/3-upstream5,none,81.8,QAM-64,Online,40.8,7,33.8,N/A,39.1,0.6,0,0,N/A,-18.4,-21.2,-21.5,0.0009059801232,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3670,48:29:52:40:D5:1E,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,48.3,7,41.3,N/A,39.1,0.9,0,0,N/A,-33,-41.9,-33.6,0.00006436405238,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3671,8C:FD:DE:91:7D:70,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,44.8,7,37.8,N/A,39.1,0.5,0.0407,0,N/A,-28.6,-35,-29.7,0.0001971611928,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3672,8C:FD:DE:91:7D:70,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,46.3,7,39.3,N/A,39.1,0.9,0.0037,0,N/A,-29.5,-35,-30.9,0.00007518914208,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3673,4C:12:65:FC:51:C0,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,47,6.5,40.5,N/A,39.1,0.5,0,0,N/A,-24.9,-37.2,-25.1,0.0003281100362,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3674,98:F7:81:4F:F5:18,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,55.2,7.5,47.7,N/A,39.1,0.8,0,0,N/A,-30.9,-35.4,-32.8,0.0001380966132,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3675,8C:FD:DE:91:B7:53,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,45.3,7,38.3,N/A,39.1,0.6,0,0,N/A,-25.8,-36.3,-26.2,0.0005031198962,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3676,84:01:12:30:57:09,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,46.5,7,39.5,N/A,39.1,0.6,0,0,N/A,-28.6,-44,-28.7,0.0002194101398,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3677,84:01:12:30:57:09,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,48,7,41,N/A,39.1,0.6,0,0,N/A,-23.7,-27.7,-25.9,0.0002498909889,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3678,84:01:12:2E:02:9D,Integrated-Cable1/0/3-downstream27,none,813,QAM-256,Online,N/A,2.4,N/A,39.1,39.1,0.3,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3679,84:01:12:2E:02:9D,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,44.3,7,37.3,N/A,39.1,0.5,0,0,N/A,-32.9,-42.4,-33.5,0.00007074492169,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3680,84:01:12:2E:02:9D,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,44.3,7,37.3,N/A,39.1,0.5,0,0,N/A,-31.6,-42.4,-31.9,0.00006443106395,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3681,B0:BB:E5:45:01:D8,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,49,7,42,N/A,39.1,0.7,0,0,N/A,-29.7,-37.6,-30.5,0.0002361091902,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3682,08:7E:64:44:F6:DC,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,-1.1,N/A,39.4,39.1,0.2,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3683,08:7E:64:44:F6:DC,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,43.8,7,36.8,N/A,39.1,1.1,0,0,N/A,-20.4,-33.9,-20.6,0.01691490971,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3684,08:7E:64:44:F6:DC,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,43.3,7,36.3,N/A,39.1,0.6,0,0,N/A,-20.7,-44.6,-20.7,0.02137137018,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3685,08:7E:64:44:F6:DC,Cable1/0/3-upstream5,none,81.8,QAM-64,Online,43.3,7,36.3,N/A,39.1,0.7,0,0,N/A,-16,-22.2,-17.2,0.005274824332,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3686,84:17:EF:2D:4A:F5,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,46.5,6.5,40,N/A,39.1,0.6,0,0,N/A,-27.9,-37.5,-28.4,0.000209056263,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3687,84:17:EF:2D:4A:F5,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,45,7,38,N/A,39.1,0.6,0,0,N/A,-26.5,-37.1,-26.9,0.0002665630309,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3688,84:17:EF:2D:4A:F5,Cable1/0/3-upstream5,none,81.8,QAM-64,Online,44,6.5,37.5,N/A,39.1,1,0,0,N/A,-21.2,-24.3,-24.1,0.00063662295,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3689,90:58:51:56:86:04,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,51.3,7,44.3,N/A,39.1,0.8,0,0,N/A,-28.4,-36.5,-29.1,0.0002533494262,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3690,90:58:51:72:F7:94,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,39.3,7,32.3,N/A,39.1,0.5,0,0,N/A,-23.1,-38.1,-23.3,0.0003108191304,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3691,90:58:51:72:F7:94,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,40.8,7,33.8,N/A,39.1,0.3,0,0,N/A,-24.8,-28.9,-27,0.000435247639,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3692,D8:7D:7F:25:47:E8,Cable1/0/3-upstream5,none,81.8,QAM-64,Online,47.5,6,41.5,N/A,39.1,0.7,0.0015,0,N/A,-16.7,-21.7,-18.3,0.0004749022191,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3693,C8:52:61:B5:D7:22,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,39.5,7,32.5,N/A,39.1,0.8,0,0,N/A,-27.5,-33.7,-28.7,0.0001907679252,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3694,C8:52:61:B5:D7:22,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,39.5,7,32.5,N/A,39.1,0.7,0,0,N/A,-26.1,-28.7,-29.6,0.00009984507778,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3695,4C:12:65:FC:02:A5,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,45,7.5,37.5,N/A,39.1,0.7,0.0281,0,N/A,-23.3,-28.4,-24.9,0.001345495926,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3696,A0:39:EE:9A:2D:60,Integrated-Cable1/0/3-downstream26,none,807,QAM-256,Online,N/A,2.8,N/A,39.1,39.1,0.4,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3697,B8:66:85:EC:F0:05,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,47.5,7,40.5,N/A,39.1,0.5,0,0,N/A,-27.7,-43.4,-27.9,0.0003553002316,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3698,3C:B7:4B:3E:5A:2C,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,46.5,7,39.5,N/A,39.1,0.6,0,0,N/A,-29,-36.8,-29.8,0.0001681869908,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3699,3C:B7:4B:3E:5A:2C,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,47,7,40,N/A,39.1,0.7,0,0,N/A,-29.2,-37.9,-29.9,0.0001060461145,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3700,EC:BE:DD:AA:9B:00,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,42.5,7,35.5,N/A,39.1,0.8,0,0,N/A,-26.8,-41.8,-27,0.0006548580131,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3701,A0:39:EE:B0:A7:98,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,45,7.5,37.5,N/A,39.1,0.4,0,0,N/A,-26.8,-32.5,-28.2,0.0003108659002,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3702,A0:39:EE:B0:A7:98,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,45,6.5,38.5,N/A,39.1,0.6,0,0,N/A,-31.3,-35.2,-33.6,0.00008058342064,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3703,A0:39:EE:B0:A7:98,Cable1/0/3-upstream5,none,81.8,QAM-64,Online,46.5,7,39.5,N/A,39.1,0.4,0,0,N/A,-19.6,-20.7,-26.1,0.0002352786396,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3704,98:77:E7:C9:71:24,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,44.3,7,37.3,N/A,39.1,0.5,0,0,N/A,-27,-34.6,-27.8,0.0001487735572,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3705,98:77:E7:C9:71:24,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,44.3,6.5,37.8,N/A,39.1,0.8,0,0,N/A,-26.7,-33,-27.8,0.0001702602021,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3706,08:7E:64:44:E5:FC,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,43.8,7,36.8,N/A,39.1,0.5,0,0,N/A,-24.3,-42.3,-24.4,0.0001915820903,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3707,08:7E:64:44:E5:FC,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,43.8,7,36.8,N/A,39.1,0.5,0,0,N/A,-27.2,-45.9,-27.2,0.000193840664,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3708,D8:D7:75:E3:77:78,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,48,6.5,41.5,N/A,39.1,0.5,0,0,N/A,-28.9,-47.8,-29,0.0003466468188,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3709,F4:C1:14:A8:CF:BC,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,-5.9,N/A,39.3,39.1,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3710,F4:C1:14:A8:CF:BC,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,43.5,7,36.5,N/A,39.1,0.5,0,0,N/A,-26.3,-36.6,-26.7,0.00273858197,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3711,08:7E:64:3C:32:F4,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,-0.7,N/A,39,39.1,0.4,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3712,84:01:12:31:47:8D,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,39.3,7.5,31.8,N/A,39.1,0.5,0,0,N/A,-25.3,-39.2,-25.5,0.0001814100106,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3713,84:01:12:31:47:8D,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,42.3,7,35.3,N/A,39.1,0.6,0,0,N/A,-24.4,-27.8,-27.1,0.0003403507581,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3714,98:52:4A:42:7D:24,Integrated-Cable1/0/0-downstream26,none,807,QAM-256,Online,N/A,-5.4,N/A,39,39.1,0.2,0.0001,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3715,98:52:4A:42:7D:24,Cable1/0/0-upstream4,none,75.4,QAM-64,Online,52,7,45,N/A,39.1,1.2,0,0,N/A,-27,-30.6,-29.4,0.0001967272838,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3716,98:52:4A:42:7D:24,Cable1/0/0-upstream5,none,81.8,QAM-64,Online,51.5,7,44.5,N/A,39.1,1.2,0,0,N/A,-19.6,-22.6,-22.5,0.0003612058936,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3717,38:3F:B3:C0:8A:FC,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,54.3,7,47.3,N/A,39.1,0.6,0,0,N/A,-27.4,-46,-27.4,0.0003544427163,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3718,38:3F:B3:C0:8A:FC,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,54.3,5,49.3,N/A,39.1,1.3,0,0,N/A,-24.5,-28.8,-26.5,0.0003508531663,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3719,38:3F:B3:C0:8A:FC,Cable1/0/3-upstream5,none,81.8,QAM-64,Online,55.5,6,49.5,N/A,39.1,0.7,0,0,N/A,-16.7,-24,-17.6,0.001652909559,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3720,F4:C1:14:9A:17:2C,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,46.8,7,39.8,N/A,39.1,0.9,0,0,N/A,-26.6,-36.2,-27.1,0.0008076597005,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3721,F4:C1:14:9A:17:2C,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,47,7,40,N/A,39.1,0.4,0,0,N/A,-29.9,-40.4,-30.3,0.002460366115,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3722,F4:C1:14:9A:17:2C,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,49,7,42,N/A,39.1,0.6,0,0,N/A,-25,-28.2,-27.8,0.0006472485256,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3723,B0:DA:F9:6A:9F:E1,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,-3.6,N/A,39.2,39.1,0.1,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3724,B0:DA:F9:6A:9F:E1,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,-3.8,N/A,39.1,39.1,0.1,0,0,39,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3725,B0:DA:F9:6A:9F:E1,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,-3.8,N/A,39.1,39.1,0.1,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3726,B0:DA:F9:6A:9F:E1,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,-4,N/A,39.1,39.1,0.1,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3727,B0:DA:F9:6A:9F:E1,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,-4,N/A,39.1,39.1,0.1,0,0,38,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3728,C0:3C:04:EF:F2:5E,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,49,7,42,N/A,39.1,0.5,0.0342,0.0049,N/A,-28,-38.7,-28.4,0.00009792286437,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3729,C0:3C:04:EF:F2:5E,Cable1/0/3-upstream5,none,81.8,QAM-64,Online,53,7,46,N/A,39.1,0.7,0.0243,0.0073,N/A,-15,-16.3,-21.1,0.0002817922796,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3730,90:9D:7D:F4:B4:13,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,56.7,7.5,49.2,N/A,39.1,0.7,0.0427,0,N/A,-28.5,-32.1,-30.9,0.0001710378419,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3731,90:9D:7D:F4:B4:13,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,55.3,6.5,48.8,N/A,39.1,0.4,0.0104,0,N/A,-25.6,-29,-28.2,0.000158092982,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3732,84:17:EF:B8:75:E5,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,45.8,7.5,38.3,N/A,39.1,0.5,0.0288,0,N/A,-25.1,-48.9,-25.1,0.0002827920544,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3733,38:3F:B3:E0:1B:64,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,-4.9,N/A,39.1,39.1,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3734,38:3F:B3:E0:1B:64,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,42.3,7,35.3,N/A,39.1,0.4,0,0,N/A,-28.6,-40.3,-28.9,0.0001344491611,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3735,38:3F:B3:E0:1B:64,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,42.8,7,35.8,N/A,39.1,0.8,0,0,N/A,-24.6,-32.4,-25.4,0.0001612831984,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3736,C0:3C:04:EE:1B:A5,Integrated-Cable1/0/3-downstream8,none,651,QAM-256,Online,N/A,0.7,N/A,39.1,39.1,0.3,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3737,C0:3C:04:EE:1B:A5,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,0.6,N/A,39.1,39.1,0.3,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3738,C0:3C:04:EE:1B:A5,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,43,7,36,N/A,39.1,0.5,0,0,N/A,-33.9,-41.9,-34.6,0.0001616752124,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3739,6C:BA:B8:EF:F1:CA,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,2.3,N/A,39,39.1,0.2,0,0,19,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3740,6C:BA:B8:EF:F1:CA,Cable1/0/3-upstream5,none,81.8,QAM-64,Online,47.5,7,40.5,N/A,39.1,0.3,0,0,N/A,-18.1,-20.8,-21.4,0.0005012938636,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3741,34:53:D2:97:9C:42,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,46.3,7,39.3,N/A,39.1,0.7,0,0,N/A,-28.7,-34.7,-30,0.00009367884923,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3742,7C:16:89:B7:C9:99,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,44.8,7,37.8,N/A,39.1,0.5,0,0,N/A,-32.9,-41,-33.7,0.0000502553994,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3743,7C:16:89:B7:C9:99,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,47.8,7,40.8,N/A,39.1,0.7,0,0,N/A,-28.6,-32.5,-30.9,0.00006376941019,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3744,D8:33:B7:B0:F0:82,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,53.3,7,46.3,N/A,39.1,0.5,0,0,N/A,-30.5,-35.4,-32.1,0.00009266469715,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3745,D8:33:B7:B0:F0:82,Cable1/0/3-upstream5,none,81.8,QAM-64,Online,53.3,4,49.3,N/A,39.1,0.6,0,0,N/A,-21.8,-22.5,-30,0.00009359138494,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3746,58:2F:F7:8E:4D:98,Cable1/0/0-upstream1,none,32.2,QAM-64,Online,41.8,7,34.8,N/A,39.1,2.9,0,0,N/A,-31.5,-36,-33.4,0.0001197736055,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3747,D0:57:94:6B:FC:68,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,41.3,7,34.3,N/A,39.1,0.5,0,0,N/A,-27.1,-37.1,-27.6,0.0004770648375,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3748,98:52:4A:3F:7F:DC,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,49.8,7,42.8,N/A,39.1,0.4,0,0,N/A,-25.6,-38.4,-25.8,0.0001342660398,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3749,98:77:E7:0F:6D:11,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,-4.8,N/A,38.9,39.1,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
